NCTId,Country,OverallStatus,StopCategory,StartYear
NCT03609320,United States,UNKNOWN,No reason recorded,2022
NCT04831359,Egypt,UNKNOWN,No reason recorded,2021
NCT05308771,Belgium,UNKNOWN,No reason recorded,2022
NCT04873284,China,UNKNOWN,No reason recorded,2021
NCT05111730,Egypt,UNKNOWN,No reason recorded,2021
NCT03458728,United States,TERMINATED,Other,2018
NCT04775212,Egypt,UNKNOWN,No reason recorded,2021
NCT04852965,United Kingdom,UNKNOWN,No reason recorded,2021
NCT00074334,United States,TERMINATED,Sponsor/business decision,2004
NCT03495921,United States,TERMINATED,Low enrollment/accrual,2018
NCT02123992,United States,TERMINATED,Sponsor/business decision,2014
NCT05382234,Egypt,UNKNOWN,No reason recorded,2022
NCT02535806,United States,TERMINATED,Funding,2015
NCT01505608,United States,TERMINATED,Low enrollment/accrual,2011
NCT00391404,Hong Kong,UNKNOWN,No reason recorded,2006
NCT01295697,United States,TERMINATED,Other,2010
NCT00654797,United States,UNKNOWN,No reason recorded,2007
NCT03553238,China,UNKNOWN,No reason recorded,2016
NCT02057289,United States,TERMINATED,No reason recorded,2014
NCT05509335,Malaysia,UNKNOWN,No reason recorded,2022
NCT02354417,United States,TERMINATED,No reason recorded,2014
NCT00897286,United States,TERMINATED,Other,2004
NCT01747876,Germany,TERMINATED,Low enrollment/accrual,2013
NCT01747876,United Kingdom,TERMINATED,Low enrollment/accrual,2013
NCT01747876,Australia,TERMINATED,Low enrollment/accrual,2013
NCT01747876,France,TERMINATED,Low enrollment/accrual,2013
NCT01747876,United States,TERMINATED,Low enrollment/accrual,2013
NCT01483820,United States,TERMINATED,Low enrollment/accrual,2011
NCT03044691,United States,TERMINATED,Other,2017
NCT03330197,United States,TERMINATED,Low enrollment/accrual,2017
NCT05132673,United States,SUSPENDED,Low enrollment/accrual,2025
NCT05955261,United States,SUSPENDED,PI/Staff unavailable,2023
NCT01346150,Canada,UNKNOWN,No reason recorded,2011
NCT01346150,United States,UNKNOWN,No reason recorded,2011
NCT02484261,United States,TERMINATED,Low enrollment/accrual,2015
NCT01104324,Canada,UNKNOWN,No reason recorded,2009
NCT00392886,Switzerland,UNKNOWN,No reason recorded,2004
NCT00392886,Australia,UNKNOWN,No reason recorded,2004
NCT00392886,Canada,UNKNOWN,No reason recorded,2004
NCT00392886,United States,UNKNOWN,No reason recorded,2004
NCT00392886,New Zealand,UNKNOWN,No reason recorded,2004
NCT02458482,United States,WITHDRAWN,Low enrollment/accrual,2015
NCT01919866,Austria,UNKNOWN,No reason recorded,2004
NCT01919866,Germany,UNKNOWN,No reason recorded,2004
NCT02354547,United States,SUSPENDED,No reason recorded,2014
NCT05140070,Poland,UNKNOWN,No reason recorded,2021
NCT02624388,United States,TERMINATED,Low enrollment/accrual,2016
NCT05806983,Turkey (Türkiye),UNKNOWN,No reason recorded,2023
NCT04311866,Mexico,WITHDRAWN,Other,2020
NCT01700166,United States,WITHDRAWN,PI/Staff unavailable,2012
NCT00165373,United States,TERMINATED,Other,2003
NCT04462861,United States,UNKNOWN,No reason recorded,2020
NCT02505789,Canada,UNKNOWN,No reason recorded,2013
NCT03772717,United States,TERMINATED,Low enrollment/accrual,2022
NCT02070393,United States,TERMINATED,Other,2011
NCT03363763,China,TERMINATED,Low enrollment/accrual,2017
NCT03363763,United States,TERMINATED,Low enrollment/accrual,2017
NCT03705507,Netherlands,TERMINATED,Low enrollment/accrual,2018
NCT03705507,Denmark,TERMINATED,Low enrollment/accrual,2018
NCT03705507,United Kingdom,TERMINATED,Low enrollment/accrual,2018
NCT05076071,China,UNKNOWN,No reason recorded,2021
NCT03366402,Israel,UNKNOWN,No reason recorded,2017
NCT05740150,Netherlands,UNKNOWN,No reason recorded,2020
NCT04043117,Italy,TERMINATED,COVID-19,2017
NCT05025150,United States,UNKNOWN,No reason recorded,2019
NCT02992964,Australia,TERMINATED,Funding,2017
NCT02992964,France,TERMINATED,Funding,2017
NCT02992964,Canada,TERMINATED,Funding,2017
NCT02992964,United States,TERMINATED,Funding,2017
NCT02992964,Israel,TERMINATED,Funding,2017
NCT05689164,United States,TERMINATED,Safety concerns,2023
NCT04145700,Germany,TERMINATED,Efficacy not met,2020
NCT04145700,Japan,TERMINATED,Efficacy not met,2020
NCT04145700,Spain,TERMINATED,Efficacy not met,2020
NCT04145700,Belgium,TERMINATED,Efficacy not met,2020
NCT04145700,Australia,TERMINATED,Efficacy not met,2020
NCT04145700,United Kingdom,TERMINATED,Efficacy not met,2020
NCT04145700,Italy,TERMINATED,Efficacy not met,2020
NCT04145700,Netherlands,TERMINATED,Efficacy not met,2020
NCT04145700,France,TERMINATED,Efficacy not met,2020
NCT04145700,United States,TERMINATED,Efficacy not met,2020
NCT01902771,United States,TERMINATED,Low enrollment/accrual,2013
NCT06014398,Ireland,UNKNOWN,No reason recorded,2023
NCT00215033,United States,TERMINATED,Other,2005
NCT04400851,China,UNKNOWN,No reason recorded,2020
NCT01204450,United States,TERMINATED,Funding,2009
NCT02654340,Egypt,TERMINATED,Other,2018
NCT02654340,India,TERMINATED,Other,2018
NCT02654340,Romania,TERMINATED,Other,2018
NCT02654340,Sri Lanka,TERMINATED,Other,2018
NCT02654340,Georgia,TERMINATED,Other,2018
NCT02654340,Lithuania,TERMINATED,Other,2018
NCT02654340,Pakistan,TERMINATED,Other,2018
NCT02654340,Albania,TERMINATED,Other,2018
NCT02732678,France,UNKNOWN,No reason recorded,2016
NCT00585312,Ukraine,TERMINATED,Other,2006
NCT00585312,Hong Kong,TERMINATED,Other,2006
NCT00585312,Hungary,TERMINATED,Other,2006
NCT00585312,Spain,TERMINATED,Other,2006
NCT00585312,Belgium,TERMINATED,Other,2006
NCT00585312,United Kingdom,TERMINATED,Other,2006
NCT00585312,Slovakia,TERMINATED,Other,2006
NCT00585312,Puerto Rico,TERMINATED,Other,2006
NCT00585312,Czechia,TERMINATED,Other,2006
NCT00585312,Italy,TERMINATED,Other,2006
NCT00585312,South Africa,TERMINATED,Other,2006
NCT00585312,United States,TERMINATED,Other,2006
NCT00585312,Sweden,TERMINATED,Other,2006
NCT00585312,Israel,TERMINATED,Other,2006
NCT03640637,Denmark,UNKNOWN,No reason recorded,2018
NCT00263445,United States,TERMINATED,Low enrollment/accrual,2004
NCT05611086,Indonesia,TERMINATED,Other,2019
NCT04410042,United States,TERMINATED,Sponsor/business decision,2021
NCT01046227,Taiwan,UNKNOWN,No reason recorded,2009
NCT00887042,South Korea,UNKNOWN,No reason recorded,2006
NCT00992173,Canada,WITHDRAWN,No reason recorded,2010
NCT00992173,United States,WITHDRAWN,No reason recorded,2010
NCT04213794,United States,TERMINATED,Low enrollment/accrual,2019
NCT00961922,Netherlands,UNKNOWN,No reason recorded,2010
NCT00192673,Denmark,UNKNOWN,No reason recorded,2005
NCT03564470,China,UNKNOWN,No reason recorded,2016
NCT03913559,United States,TERMINATED,Low enrollment/accrual,2019
NCT06291662,Italy,UNKNOWN,No reason recorded,2021
NCT03806556,United States,TERMINATED,Low enrollment/accrual,2019
NCT05639673,Denmark,UNKNOWN,No reason recorded,2023
NCT05215405,United States,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT05709522,Pakistan,UNKNOWN,No reason recorded,2020
NCT04400045,Russia,UNKNOWN,No reason recorded,2020
NCT03609372,United States,WITHDRAWN,COVID-19,2018
NCT03804541,China,UNKNOWN,No reason recorded,2018
NCT00886496,United States,WITHDRAWN,Low enrollment/accrual,2006
NCT00334854,Ireland,UNKNOWN,No reason recorded,2006
NCT00334854,Switzerland,UNKNOWN,No reason recorded,2006
NCT00334854,Austria,UNKNOWN,No reason recorded,2006
NCT00334854,Spain,UNKNOWN,No reason recorded,2006
NCT00334854,Belgium,UNKNOWN,No reason recorded,2006
NCT00334854,United Kingdom,UNKNOWN,No reason recorded,2006
NCT00334854,Denmark,UNKNOWN,No reason recorded,2006
NCT00334854,France,UNKNOWN,No reason recorded,2006
NCT00334854,Sweden,UNKNOWN,No reason recorded,2006
NCT05428111,Egypt,UNKNOWN,No reason recorded,2022
NCT04315883,United States,TERMINATED,PI/Staff unavailable,2021
NCT03674346,France,UNKNOWN,No reason recorded,2024
NCT04404569,United States,TERMINATED,Low enrollment/accrual,2020
